Title,Image URL,Year,Time,Audience Type,Rating,Vote Count,Metacritic Score,Content,Director,Stars,Movie Link
19. The Jungle Book,"https://m.media-amazon.com/images/M/MV5BYmY1MTA3NmUtYzJmZC00YTFjLTk2NzktYTJhMWQ0ZTlkNzJjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1967,1h 18m,U,7.6,(201K),65,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",Norman Ferguson,Samuel Armstrong,https://www.imdb.com/title/tt0061852/?ref_=ls_t_19
20. The AristoCats,"https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1970,1h 18m,U,7.1,(116K),66,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Clyde Geronimi,Norman Ferguson,https://www.imdb.com/title/tt0065421/?ref_=ls_t_20
21. Robin Hood,"https://m.media-amazon.com/images/M/MV5BYjUwMzhkM2ItMTU2OC00OTQ5LWJlMDUtMzRmYjc0NDUyNGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1973,1h 23m,U,7.5,(140K),57,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",Jack Kinney,Wilfred Jackson,https://www.imdb.com/title/tt0070608/?ref_=ls_t_21
22. The Many Adventures of Winnie the Pooh,"https://m.media-amazon.com/images/M/MV5BMjViYmUyZTUtNTkwNC00ODNiLWIyYmEtYjM3ZjE2NGNiZDNmXkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX140_CR0,2,140,207_.jpg",1977,1h 14m,U,7.5,(40K),74,The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.,Robert Cormack,Sterling Holloway,https://www.imdb.com/title/tt0076363/?ref_=ls_t_22
23. The Rescuers,"https://m.media-amazon.com/images/M/MV5BZDkyNDQyN2ItOGM5ZC00MDM0LWI4MzgtMTZmNjQzNmIyNDk1XkEyXkFqcGdeQXVyMjI4NDQ1Mzc@._V1_QL75_UY207_CR4,0,140,207_.jpg",1977,1h 17m,U,6.9,(71K),65,"In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures.",Clyde Geronimi,Edward Brophy,https://www.imdb.com/title/tt0076618/?ref_=ls_t_23
24. The Fox and the Hound,"https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1981,1h 23m,U,7.2,(103K),59,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,Jack Kinney,Herman Bing,https://www.imdb.com/title/tt0082406/?ref_=ls_t_24
1. The 40 Year-Old Virgin,"https://m.media-amazon.com/images/M/MV5BNWY1NDI0ZTQtMjJiNS00ODY4LWE1NmUtYTkwNzY3NWQ0ZDZjXkEyXkFqcGdeQXVyMTM0NTc2NDgw._V1_QL75_UX140_CR0,0,140,207_.jpg",2005,1h 56m,15,7.1,(473K),73,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",Judd Apatow,Judd Apatow,https://www.imdb.com/title/tt0405422/?ref_=ls_t_1
2. Anger Management,"https://m.media-amazon.com/images/M/MV5BMDg1YTNiODItZGYyOC00NGIwLWI3MjYtMTY3NDQ0ZDIwYjBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2003,1h 46m,15,6.3,(230K),52,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.",Peter Segal,Steve Carell,https://www.imdb.com/title/tt0305224/?ref_=ls_t_2
3. As Good as It Gets,"https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",1997,2h 19m,15,7.7,(322K),67,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",James L. Brooks,Catherine Keener,https://www.imdb.com/title/tt0119822/?ref_=ls_t_3
4. Beauty Shop,"https://m.media-amazon.com/images/M/MV5BM2Y4OTQ1NzYtYzlmMi00ZTdmLTk5YzYtOWYxZGE5MTI4OGY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY207_CR0,0,140,207_.jpg",2005,1h 45m,12A,5.6,(19K),53,A determined hairstylist (Queen Latifah) competes with her former boss (Kevin Bacon) after opening her own business in Atlanta.,Bille Woodruff,Paul Rudd,https://www.imdb.com/title/tt0388500/?ref_=ls_t_4
5. Blazing Saddles,"https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",1974,1h 33m,AA,7.7,(154K),73,"In order to ruin a western town and steal their land, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",Mel Brooks,Peter Segal,https://www.imdb.com/title/tt0071230/?ref_=ls_t_5
6. Caddyshack,"https://m.media-amazon.com/images/M/MV5BMjhlNzFiNTAtMGY4OC00ODFjLWI2NWQtZDMwNTNlMTJmNGM2XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX140_CR0,1,140,207_.jpg",1980,1h 38m,AA,7.2,(128K),48,An exclusive golf course has to deal with a flatulent new member and a destructive dancing gopher.,Harold Ramis,Jack Nicholson,https://www.imdb.com/title/tt0080487/?ref_=ls_t_6
7. Casino Royale,"https://m.media-amazon.com/images/M/MV5BZmY3MDQ5NDktYzViZC00NTgwLTg1MDktMDlkNmYzYjk4NDJhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1967,2h 11m,PG,5.0,(33K),48,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.",Val Guest,Adam Sandler,https://www.imdb.com/title/tt0061452/?ref_=ls_t_7
8. Click,"https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,1h 47m,12A,6.4,(361K),45,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Ken Hughes,Marisa Tomei,https://www.imdb.com/title/tt0389860/?ref_=ls_t_8
9. Deathtrap,"https://m.media-amazon.com/images/M/MV5BMjQ4NTE1NjUwNl5BMl5BanBnXkFtZTgwMzEzNTU1NTM@._V1_QL75_UY207_CR1,0,140,207_.jpg",1982,1h 56m,PG,7.0,(16K),54,"A struggling playwright invites a young writer to his home to discuss a script, but the meeting spirals into a deadly game of deception and betrayal.",John Huston,James L. Brooks,https://www.imdb.com/title/tt0083806/?ref_=ls_t_9
10. The Devil Wears Prada,"https://m.media-amazon.com/images/M/MV5BZjQ3ZTIzOTItMGNjNC00MWRmLWJlMGEtMjJmMDM5ZDIzZGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,1h 49m,PG,6.9,(479K),62,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",Frank Coraci,Jack Nicholson,https://www.imdb.com/title/tt0458352/?ref_=ls_t_10
11. Diary of a Mad Black Woman,"https://m.media-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2005,1h 56m,12,5.7,(16K),36,A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,Sidney Lumet,Helen Hunt,https://www.imdb.com/title/tt0422093/?ref_=ls_t_11
12. The First Wives Club,"https://m.media-amazon.com/images/M/MV5BOTUxMDkzMTItMzAxMC00MWY5LTk1N2ItMTEzOTRmZDYzOTE4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UY207_CR0,0,140,207_.jpg",1996,1h 43m,PG,6.4,(55K),59,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",David Frankel,Greg Kinnear,https://www.imdb.com/title/tt0116313/?ref_=ls_t_12
13. A Fish Called Wanda,"https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1988,1h 48m,15,7.5,(155K),80,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",Darren Grant,Bille Woodruff,https://www.imdb.com/title/tt0095159/?ref_=ls_t_13
14. The Full Monty,"https://m.media-amazon.com/images/M/MV5BY2NjMGQzZmItMTMwYS00MDA2LWFmZmYtNjA4MTQ2ODNjYzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",1997,1h 31m,15,7.2,(115K),75,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",Hugh Wilson,Queen Latifah,https://www.imdb.com/title/tt0119164/?ref_=ls_t_14
15. The Gods Must Be Crazy,"https://m.media-amazon.com/images/M/MV5BMmExNTIzZTQtMmUxNC00NTUwLTg1MTgtMzUxYWE5ZjdmZGRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,2,140,207_.jpg",1980,1h 49m,PG,7.3,(60K),73,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",Charles Crichton,Alicia Silverstone,https://www.imdb.com/title/tt0080801/?ref_=ls_t_15
16. Guarding Tess,"https://m.media-amazon.com/images/M/MV5BNzFkM2RiNWQtOWQxNy00ZWNmLWIyZTktNmJjZmY1ZTliZjU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1994,1h 36m,12,6.2,(20K),50,"A former U.S. First Lady wants a particular Secret Service agent to head her bodyguard detail, even though he can't stand her.",John Cleese,Djimon Hounsou,https://www.imdb.com/title/tt0109951/?ref_=ls_t_16
17. Hopscotch,"https://m.media-amazon.com/images/M/MV5BNmZhNWEyNmYtOWQyNy00OTY2LTk3MDQtMjM1YWVlOGRlMWMyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",1980,1h 46m,AA,7.1,(9.1K),59,"Grounded with a desk job by incompetent superiors, a clever CIA agent retires and writes a tell all memoir that will embarrass his bosses, prompting him to go on the run and elude them.",Peter Cattaneo,Mel Brooks,https://www.imdb.com/title/tt0080889/?ref_=ls_t_17
18. Legally Blonde,"https://m.media-amazon.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 36m,12,6.5,(253K),80,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",Jamie Uys,Cleavon Little,https://www.imdb.com/title/tt0250494/?ref_=ls_t_18
19. Little Miss Sunshine,"https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,1h 41m,15,7.8,(523K),91,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Hugh Wilson,Gene Wilder,https://www.imdb.com/title/tt0449059/?ref_=ls_t_19
20. Monty Python and the Holy Grail,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1975,1h 31m,12A,8.2,(575K),68,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Ronald Neame,Slim Pickens,https://www.imdb.com/title/tt0071853/?ref_=ls_t_20
21. My Cousin Vinny,"https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1992,2h,15,7.6,(143K),26,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Robert Luketic,Harold Ramis,https://www.imdb.com/title/tt0104952/?ref_=ls_t_21
22. A Night at the Opera,"https://m.media-amazon.com/images/M/MV5BMTYyNjgwMDg4NF5BMl5BanBnXkFtZTgwNTQ5MTM4MTE@._V1_QL75_UY207_CR1,0,140,207_.jpg",1935,1h 36m,U,7.8,(35K),69,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,Jonathan Dayton,Chevy Chase,https://www.imdb.com/title/tt0026778/?ref_=ls_t_22
23. Patch Adams,"https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 55m,12,6.8,(123K),98,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.",Valerie Faris,Rodney Dangerfield,https://www.imdb.com/title/tt0129290/?ref_=ls_t_23
1. Pitch Black,"https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 49m,15,7.0,(255K),49,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,David Twohy,David Twohy,https://www.imdb.com/title/tt0134847/?ref_=ls_t_1
2. Isn't She Great,"https://m.media-amazon.com/images/M/MV5BYmYyYmY5MWYtMjA0Yi00ZjgzLWE5ZjItNjdhOGRjMTc0MzY0XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 35m,15,5.3,(2.6K),34,"Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.",Andrew Bergman,Radha Mitchell,https://www.imdb.com/title/tt0141399/?ref_=ls_t_2
3. Erin Brockovich,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 11m,15,7.4,(224K),73,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,Cole Hauser,https://www.imdb.com/title/tt0195685/?ref_=ls_t_3
4. The Skulls,"https://m.media-amazon.com/images/M/MV5BODA2OTQ0NzctZTYwNi00N2E2LWJhN2UtOTc4N2UzYWRiOWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 46m,15,5.6,(34K),24,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",Rob Cohen,Vin Diesel,https://www.imdb.com/title/tt0192614/?ref_=ls_t_4
5. U-571,"https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 56m,12,6.6,(88K),62,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,Jonathan Mostow,Andrew Bergman,https://www.imdb.com/title/tt0141926/?ref_=ls_t_5
6. The Flintstones in Viva Rock Vegas,"https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 30m,PG,3.7,(26K),27,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.",Brian Levant,Bette Midler,https://www.imdb.com/title/tt0158622/?ref_=ls_t_6
7. Gladiator,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 35m,15,8.5,(1.6M),67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,Nathan Lane,https://www.imdb.com/title/tt0172495/?ref_=ls_t_7
8. Screwed,"https://m.media-amazon.com/images/M/MV5BYWE4NGU0NWMtNzNiZC00ZTFiLThiMTYtMGFkYjVmMjk5Nzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 21m,15,5.6,(9.6K),7,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",Scott Alexander,Stockard Channing,https://www.imdb.com/title/tt0156323/?ref_=ls_t_8
9. The Adventures of Rocky & Bullwinkle,"https://m.media-amazon.com/images/M/MV5BNWNiYmIwNjItNTYzNC00NzQyLTlkOTEtM2M4NDg4NTQxYmMzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 32m,U,4.3,(21K),36,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio.",Larry Karaszewski,Steven Soderbergh,https://www.imdb.com/title/tt0131704/?ref_=ls_t_9
10. Nutty Professor II: The Klumps,"https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY207_CR5,0,140,207_.jpg",2000,1h 46m,12,4.5,(54K),38,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love.",Des McAnuff,Julia Roberts,https://www.imdb.com/title/tt0144528/?ref_=ls_t_10
11. Bring It On,"https://m.media-amazon.com/images/M/MV5BZmFlOWY1YTMtOGRkZC00ODRmLTlkNTQtZDBhNGU1Y2E0NmE1XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UY207_CR4,0,140,207_.jpg",2000,1h 38m,12,6.1,(107K),52,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,Peter Segal,Albert Finney,https://www.imdb.com/title/tt0204946/?ref_=ls_t_11
12. The Watcher,"https://m.media-amazon.com/images/M/MV5BZGE4ZDRiNmItOTdhNy00YjFkLWEzMWQtYTZkZjhmNTg3ZGYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 37m,15,5.3,(29K),22,"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations using his forensic knowledge to gain entry when she's quite alone, subdues her and administers a long, torturous death. Joel Campbell got so frustrated by his failure to capture Griffin in Los Angeles, that he quit the FBI, moved to Chicago, and remains in psychiatric therapy, unable to function normally. Then he realizes, when opening his mail very late, that a new murder victim is Griffin's, and the killer sent him pictures of her. Campbell reports this to the police, but is unwilling to join them in the search, suggesting Griffin is too slick and clever; yet he won't get out of it that easily.",Peyton Reed,David Brisbin,https://www.imdb.com/title/tt0204626/?ref_=ls_t_12
